# Pathway	A001_0_h_CD_1	A002_2XSw_0_h_C	A004_2XSw_0_h_C	A005_2XSw_0_h_CD	A006_2XSw_0_h_C	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	A_302	A_311	A_312	A_413	A_416	A_419	A_422	A_423	A_425	A_455	BM	BS	C1_A301_Stool_0h	C2_A304_stool	CR	CS	CU_fresh	Coded	DA_fresh	HP	HY_fresh	LDC1	LDC6	LDC7	NE	S3_309_0h	S5_363_0h	SH_002	SH_007	SH_011	SH_012	SH_013	SH_014	SH_015	SH_016	SH_017	SH_021	SH_022	SH_023	SH_024	SH_025	SH_028	SH_029	SH_031	SH_032	SH_033	SH_034	SH_038	SH_039	SH_042	SH_043	SH_044	SH_045	SH_047	SH_050	SH_051	SH_053	SH_054	SH_055	SH_057	SH_058	SH_059	SH_060	SH_061	SH_062	SH_063	SH_064	SH_065	SH_066	SH_068	SH_069	SH_070	SH_071	SH_072	SH_073	SH_077	SH_078	SH_079	SH_080	SH_082	SH_083	SH_084	SH_085	SH_086	SH_087	SH_089	SH_090	SH_091	SH_093	SH_094	SH_095	SH_096	SH_097	SH_099	SH_100	SH_102	SH_103	SH_104	SH_105	SH_106	SH_107	SH_108	SH_109	SH_110	SH_111	SH_112	SH_113	SH_114	SH_117	SH_118	SH_119	SH_122	SH_123	SH_124	SH_125	SH_127	SH_129	SH_133	SH_134	SH_136	SH_137	SH_138	SH_141	SH_142	SH_143	SH_144	SH_146	SH_148	SH_149	SH_150	SH_151	SH_152	SH_153	SH_154	SH_160	SH_162	SH_164	SH_166	SH_179	SH_181	SH_189	SH_191	SH_193	SH_194	SH_195	SH_198	SH_199	SH_200	SH_201	SH_203	SH_204	SH_205	SH_206	SH_207	SH_208	SH_209	SH_210	SH_211	SH_212	SH_214	SH_215	SH_216	SH_217	SH_227	SH_228	SH_230	SH_231	SH_232	SH_234	SH_235	SH_236	SH_237	SH_238	SH_239	SH_240	SH_241	SH_242	SH_243	SH_245	SH_247	SH_248	SH_250	SH_251	SH_252	SH_253	SH_500	SH_501	SH_502	SH_503
PWY-7546: diphthamide biosynthesis II (eukaryotes)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69183e-05	0	0	0	4.25595e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	0.00707511	0.00701911	0.00676694	0.00411585	0.00497727	0.0048466	0.00321926	0.00656323	0.00552112	0.0123154	0.00721593	0.00274057	0.00359935	0.0108601	0.00438872	0.00728107	0.00951099	0.00456031	0.00365566	0.0114151	0.00833182	0.00424988	0.00238662	0.00266047	0.00513856	0.00690177	0.00269882	0.0024226	0.0038478	0.00669823	0.00477765	0.00248726	0.012573	0.00497135	0.00581185	0.00432538	0.00438474	0.00834653	0.00289319	0.00659603	0.0045415	0.00327229	0.00314345	0.00498943	0.00444997	0.00428014	0.00775765	0.0019661	0.00443954	0.00444427	0.00428215	0.0011068	0.0057487	0.00376117	0.00642454	0.00647233	0.00290651	0.00387262	0.0102294	0.00339891	0.00542414	0.00188733	0.00222978	0.00739847	0.00307222	0.00323561	0.00476531	0.00284289	0.00401364	0.00157386	0.00530941	0.00442119	0.00526961	0.00272954	0.00391687	0.00369662	0.0123545	0.0042007	0.0116439	0.00525226	0.0127989	0.00348192	0.00345272	0.00322026	0.00275491	0.00231423	0	0.00312283	0.00262584	0.00184011	0.00454807	0.00345747	0.00243497	0.00541482	0.00743525	0.00409398	0.00516351	0.00395852	0.00339151	0.00205244	0.00492831	0.00332558	0.00301906	0.00271096	0.0029251	0.00484315	0.00183457	0.0109097	0.00495303	0.00528701	0.00360651	0.00312387	0.00455766	0.00394058	0.00392013	0.00664168	0.00430678	0.00471941	0.00557663	0.0123519	0.00593677	0.0048685	0.00407345	0.00265247	0.0047846	0.00306913	0.00533152	0.00376274	0.00962879	0.00225442	0.00373054	0.00476557	0.00579162	0.00256824	0.00604767	0.0136852	0.00429438	0.00351594	0.00356314	0.00311919	0.00304948	0.00451463	0.00595411	0.00919934	0.00188176	0.00404502	0.00380658	0	0.0041106	0.00932995	0.00738925	0.00373501	0.00269606	0.00493784	0.00157	0.00200745	0.00391801	0.00457511	0.00731795	0.00875663	0.00728843	0.00590127	0.00627025	0.00553279	0.00475925	0.00597765	0.00500588	0.00458497	0.00408554	0.00557906	0.00441678	0.00484688	0.01152	0.00318658	0.00520247	0.0036722	0.00621154	0.00584107	0.00940257	0.0039062	0.00396741	0.00445968	0.00904377	0.00286876	0.00418883	0.0044593	0.00534797	0.0040613	0.00383805	0.00560467	0	0.00455224	0.00692539	0.00164728	0.0109324	0.0045297	0.00426638
PWY-7606: docosahexaenoate biosynthesis III (6-desaturase, mammals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3694e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7616: methanol oxidation to carbon dioxide	0	0	0	0.000189221	0	6.88551e-05	2.62271e-06	4.31007e-05	0	0	0	0	0	0	0	3.90272e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105309	1.04398e-05	0	1.51345e-05	0	4.30323e-05	0	0	0	0	2.2386e-05	2.94712e-06	5.49861e-06	0	7.40021e-05	0	0	1.4826e-05	0	0	0	0	0	0	3.80879e-05	9.28718e-05	0	0	0	1.50783e-05	0	4.35654e-05	0	0	0	0	0	4.34491e-06	3.71842e-06	0	0	5.21448e-06	0	0	0	0	0	0	0	0	0	1.53216e-05	0	0	0	0	0	0	2.16233e-06	0	0	3.10566e-05	0	2.63841e-05	0	0	0	0	0	0	0	0	0	0	5.08341e-05	0	0	0	0	1.75993e-05	0	0	0	0	1.17839e-05	6.03381e-05	2.75287e-05	2.62242e-05	0	0	0	0	0.000217786	0	0	4.07841e-06	0.000116877	0	2.4598e-05	9.80158e-06	0	8.42562e-05	6.75928e-06	1.77234e-05	0	0	4.7401e-06	8.92007e-05	2.77401e-05	0	7.84436e-06	1.57598e-05	5.21373e-05	3.06455e-05	0	8.25313e-05	0	0	1.32682e-05	0	0	0	0	0	0	1.11765e-05	1.62915e-05	0	8.79116e-06	0	0	4.77602e-06	2.95378e-05	0	0.000236792	0	0	1.64256e-05	0	4.09758e-05	0	0	0	0	2.45039e-05	0	0	5.80849e-06	1.55001e-05	0	0	5.72645e-05	0	7.78659e-05	0	1.93777e-05	0	3.40695e-05	0	0	0	0	0	0	0	0	0
PWY-7619: juniperonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44219e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	0.00373763	0.00519672	0.00365017	0.00468081	0.00682053	0.00479058	0.00645686	0.00669746	0.00554745	0.00657085	0.00658895	0.00663531	0.00693986	0.00567828	0.00456505	0.00595522	0.00480362	0.0060107	0.00609824	0.00671854	0.00201819	0.00432382	0.00416478	0.00216766	0.00229547	0.00118796	0.00351183	0.00323408	0.00555666	0.00366168	0.00590087	0.00403912	0.00534715	0.00656271	0.00684626	0.00655762	0.00766062	0.00784723	0.0078168	0.00685555	0.0030928	0.00714334	0.00681771	0.00210666	0.00622203	0.00883701	0.00712843	0.00647135	0.00765889	0.00597373	0.00423269	0.00429589	0.000511639	0.000420516	0.00675958	0.00758128	0.00326437	0.00563137	0.00626516	0.00598981	0.00702021	0.00638748	0.00384244	0.00986464	0.00771245	0.00676189	0.00400101	0.00822256	0.0067335	0.00940565	0.00631174	0.00630205	0.01058	0.00798791	0.00614474	0.00666071	0.00618343	0.00788968	0.00655252	0.00801161	0.0060694	0.00575182	0.00765306	0.00645205	0.00940409	0.00559367	0	0.00634322	0.0059215	0.00492514	0.00556334	0.005121	0.00444468	0.00429129	0.00919264	0.00577322	0.0046087	0.00661218	0.00273349	0.00816383	0.00620122	0.00800824	0.00763139	0.00686115	0.00372468	0.00869961	0.006882	0.00756923	0.00729645	0.00693729	0.00358936	0.00812029	0.00312375	0.00583145	0.00277939	0.00678124	0.00520501	0.0073871	0.00824352	0.0111767	0.00892464	0.00762327	0.00542548	0.00464935	0.00162274	0.00320658	0.00515748	0.00561731	0.00693939	0.00885532	0.00569325	0.00624584	0.00682825	0.00261209	0.00756049	0.0045963	0.00539765	0.0076234	0.00638203	0.00866402	0.00754801	0.0069711	0.00667018	0.00700885	0.00257218	0.00718321	0.00432218	0	0.00367868	0.00469788	0.000131229	0.00182334	0.00617811	0.00518513	0.0050728	0.00648954	0.00674959	0.00881055	0.00637511	0.00776122	0.0043589	0.00708447	0.00791975	0.00469227	0.00548288	0.00961546	0.00539426	0.00339947	0.00410914	0.00658912	0.00279594	0.00641513	0.00609178	0.00592531	0.00514385	0.00640933	0.00266031	0.00271749	0.00529329	0.0033885	0.0027813	0.00440795	0.00425075	0.00639372	0.00776872	0.00515546	0.0085327	0.00368058	0.00596691	0.00621017	0	0.00667158	0.0078415	0.00740454	0.00595143	0.00794708	0.00533978
PWY-7664: oleate biosynthesis IV (anaerobic)	0.00111818	0.000238984	0.000601275	0.00389649	0.000822181	0.00427848	0.0038458	0.00301825	0.00130563	0.000632693	0.000889552	0.00176209	0.00149213	0	0.000193153	0.00387122	0.000930887	0.000115677	0.00119486	0.00103016	0.000493855	0.00224238	0.00165437	0.000573122	0.000908627	0.000168876	0.00136779	0.0015556	0.000191623	0.00314966	0.00524088	0.00177866	0.000711041	0.000735887	0.00272334	0.00425476	0.00330005	0.0008769	0.00279364	0.00124269	0.00214458	0.00300002	0.00461396	0	0.00488801	0.00167288	0.00105857	0.00223771	0.00489875	0.00276861	0.000520454	0.00147717	0.000362128	0.000296772	0.00439389	0.00394766	0.000906608	0.00393447	0.000646815	0.00201475	0.00650587	0.00367022	0.00134055	0.00283968	0.00467779	0.000963509	0.00238804	0.00193228	0.00212129	0	0.0034897	0.0056547	0.00344012	0.0024203	0.0014214	0.00180447	0.0015767	0.00386641	0.00120274	0.00408106	0.000525492	0.00483386	0.00432926	0.00325365	0.00336276	0.00216073	0	0.000754927	0.000951098	0.00156728	0.00167478	0.00237911	0.00187257	0.00310401	0.00251309	0.00292859	0.00193279	0.00482226	0.000601129	0.00122706	0.00215381	0.00257135	0.0033061	0.00119055	0.00235092	0.00656623	0.00143197	0.00118657	0.000369314	0.00170838	0.0003127	0.00187948	0.00117436	0.00331813	0.00132174	0.00403707	0.00423526	0.00329103	0.000602578	0	0.00307401	0.00221997	0.00464809	0.00214579	0.00100081	0.0020226	0.00395547	0.00085149	0.00263718	0.00792689	0.00144028	0.00551928	0.0038184	0.00182694	0.00467519	0.000496018	0.0043085	0.00403587	0.00394745	0.00137286	0.00242094	0.00128835	0.00322109	0.000579142	0.00127994	0.00600499	0.00174217	0	0.00141953	0.00112781	6.52125e-05	0.000221068	0.00131622	0.00162355	0.00106684	0.000750946	0.00568736	0.00442675	0.00619648	0.00310465	0.00084685	0.00305856	0.00513848	0.000700882	0.00323203	0.00240044	0.00175662	0.00193518	0.00181411	0.00433712	0.00178081	0.00141933	0.000813857	0.00272049	0.00330141	0.00337456	0.000644149	0.00123383	0.000887224	0.00097839	0.000844391	0.00405082	0.000581722	0.00403773	0.00107248	0.00181981	0.00273767	0.00252195	0.00265799	0.00322778	0	0.00175063	0.000605231	0.000624256	0.000769288	0.00564957	0.00236392
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0	0	0	0.000374973	1.02944e-05	0	0	0	3.98007e-05	0	0	0	7.45609e-05	0	0	0	0	0	0	0	0	0.000456758	0	0	4.02836e-05	0	0	0	0	5.41236e-05	0.000687873	0	0	7.34532e-06	0.000209701	7.35232e-05	2.22741e-05	0	0.000551705	0.000139702	5.26772e-06	0.000220082	0	0	5.77797e-05	9.06022e-05	0	4.4103e-05	0	0.000348577	4.2083e-05	0.000181731	0	0	0	0	0	0.000171333	4.38258e-05	0.000182695	0.000717349	0	0.00042228	0.000943312	0	0	0.000277311	0	6.87703e-06	0.000172013	8.23558e-05	0.000134857	0	0.000313879	0	3.8962e-05	0	6.46778e-05	0	0	0	0.000897773	0.000147179	0	0	0	0	0	9.06347e-06	5.05095e-05	0	0.000106976	0.000169076	0	0	5.69333e-05	0	0	1.92437e-05	0.000240811	0	0.00014656	6.28161e-05	0	3.89013e-05	0.000165526	0.000340257	0	0	0	0.000276349	0	0	6.1451e-05	0	0	7.10556e-05	2.69287e-05	0.00019715	0	0.000373335	7.18981e-05	0.000155859	0	0	0	3.60426e-05	0	3.07604e-05	3.78764e-05	0	0	0.000134439	0	9.39177e-05	0.000114131	0	0.000466873	0	7.43772e-05	0.000694823	0.0011558	0	0.00148846	0.000186893	0.000289574	0	0	0.000144517	0	0	0	0.000125531	0.00012538	0	4.9915e-05	0	4.95587e-05	9.10701e-06	0	0	0	0.000553674	0	2.27643e-05	0	0	0	0.000112615	0.000328499	0.000172123	5.02345e-05	0	4.75217e-05	0	0	3.5897e-05	0	7.7897e-06	0	0	2.15657e-05	0	0.000418337	5.51769e-05	0.000532186	7.11866e-06	0	0.000667919	0.00223317	0	0.000143262	1.56446e-05	0	0	0	0.000171543
PWY-7717: 3-hydroxy-4-methyl-anthranilate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4776e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7723: bacterial bioluminescence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190162	0	0	0	0	0	1.13325e-05	0	0	0	6.02278e-06	0	0	0	5.177e-05	0	0	0	0	0	0	1.47592e-05	0	0	0.000187847	0	0	0	0	0	0	0	0	0	0	0	2.83495e-05	1.16409e-05	3.43651e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89146e-05	0	0	0	0	0	0	0	0	0	0	4.36118e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55862e-05	5.03144e-05	0	0	0	0	0	0	0	0	0	0	6.5686e-05	2.46042e-05	0	0	0	0	0	3.8243e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76041e-05	0	0	4.14848e-05	0	0	5.96541e-05	0	0	6.55611e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29742e-05	0	1.33118e-05	0	0	0	0	0	0	0	0	0
PWY-7724: icosapentaenoate biosynthesis III (8-desaturase, mammals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01267e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7725: arachidonate biosynthesis V (8-detaturase, mammals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44219e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7726: (4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3694e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7731: superpathway of photosynthetic hydrogen production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74703e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58047e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7754: bile acid 7&alpha;-dehydroxylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.000813609	0.00358365	0.00223984	0.00241019	0.00393543	0.00204075	0.00119407	0.00257598	0.0030287	0.0026607	0.00304354	0.00178543	0.00289317	0.00212263	0.00124233	0.00298465	0.00271479	0.00291448	0.000419925	0.00308616	0.00438285	0.00188685	0.000696766	0.0025168	0.00287255	0.00171329	0.000298278	0.000779358	0.00353612	0.00195018	0.00160726	0.000625648	0.00260223	0.0036539	0.00317053	0.00272324	0.000725482	0.00291674	0.00231945	0.000118449	0.000548369	0.000794869	0.00134047	0.000557514	0.00326509	0.00073591	0.0023577	0.00278603	0.00215186	0.000923386	0.00177936	0.00248889	0.00332785	0.00334943	0.00136642	0.000811596	0.00309369	0.00180769	0.00231341	0.00214252	0.00156493	0.00189413	0.0013462	0.0006103	0.00224934	0.0013153	0.00178185	0.00116106	0.00184369	0.000972006	0.00040646	0.00236155	0.0012007	0.00217727	0.000964489	0.00198933	0.00172106	0.00106923	0.00209138	0.00154065	0.0037447	0.0016306	0.000512658	0.00271806	0.00178295	0.00194456	0	0.00281162	0.00247152	0.00189174	0.000277685	0.000609137	0.00314715	0.00235198	0.000217488	0.00046588	0.000487427	0.000829395	0.00361042	0.00313447	0	0.00144025	0.00117316	0.00129525	0.00144515	0.00268445	0.000616862	0.00254239	0.00409805	0.00148422	0.000751749	0.000179589	0.000621465	0.00204306	0.000204762	0.00112193	0.00279288	0.00183644	0.00210179	0	0.00101418	0.00180682	0.00256692	0.000462794	0.00108567	0.00161594	0.00245628	0.000640174	0.0028172	0.0043596	0.00310386	0.0022828	0.00194648	0.00079539	0.000644374	0.00133908	0.00119233	0.0023716	0.00263711	0.00113479	0.00188062	0.00153576	0.00122141	0.0031575	0.00338255	0.00170774	0.000224183	0	0.000971125	0.00259631	0.000187653	0.00146844	0.00164358	0.00120442	0.00328318	0.00336758	0.00305412	0.00136975	0.00192141	0.00125214	0.00226381	0.00115133	0.00247981	0.00260243	0.00297318	0.000470635	0.00108588	0.00109578	0.00120735	0.00259697	0.00433696	0.000492233	0.00279014	0.000567196	0.00110771	0.00120012	0.00246169	0.0026026	0.00252548	0.000767298	0.000899315	0.00246055	0.0029116	0.00178267	0.000578082	0.00299747	0.000236471	0.0010238	0.000571296	0.00196963	0	0.00264295	0.000546597	0.00257318	0.00319024	0.00134083	7.96378e-05
PWY-7783: plasmalogen degradation	0	0	0	0.000218297	0	4.94585e-05	0.000170256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8759e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II	0.0121936	0.0139888	0.0138286	0.00501983	0.0147567	0.00736914	0.00350035	0.00765665	0.0125624	0.0156378	0.0128504	0.0147044	0.0137524	0.0154098	0.0136663	0.010562	0.0164914	0.0146135	0.0129396	0.016961	0.0128667	0.0105758	0.0148792	0.0136862	0.0146356	0.0123513	0.0131349	0.0137142	0.015986	0.010905	0.0059329	0.0136923	0.0181437	0.0151645	0.0121671	0.00607592	0.0131094	0.0183887	0.012303	0.0118218	0.0140623	0.0119598	0.0122476	0.0094805	0.00554029	0.012575	0.013344	0.0111691	0.00474909	0.0111469	0.0159924	0.0131773	0.0145685	0.0142899	0.00716231	0.00900916	0.0142735	0.0096683	0.0143022	0.0132426	0.00759977	0.0100649	0.0149789	0.0108713	0.00209872	0.014953	0.0151015	0.0128873	0.0128195	0.0189315	0.0127794	0.00649896	0.0126071	0.011363	0.0169867	0.0129332	0.0143022	0.0102332	0.0150743	0.00865001	0.0158707	0.00876954	0.0112841	0.0147581	0.0148146	0.0143178	0	0.0138477	0.0131766	0.0147946	0.0127602	0.0117402	0.0129609	0.0134378	0.011834	0.0122752	0.0131784	0.00960721	0.0164507	0.0141472	0.0130783	0.013414	0.0108264	0.013492	0.0118898	0.0147451	0.0123429	0.0143184	0.0173405	0.0116511	0.0137483	0.0119707	0.0137237	0.0105646	0.0136789	0.00907228	0.0104044	0.0115518	0.0128438	0.028115	0.0116993	0.0116705	0.00790653	0.012653	0.0154053	0.0134156	0.00703135	0.0148468	0.0139573	0.0103531	0.0138178	0.00511663	0.012073	0.0127216	0.0108855	0.0186194	0.00947364	0.00891377	0.00982636	0.0136592	0.0114396	0.0114308	0.0114021	0.0123913	0.0126458	0.00751331	0.0139883	0	0.0143295	0.0160762	0.0146275	0.0176416	0.0131378	0.0127649	0.0133025	0.0163575	0.00536789	0.00847081	0.00969134	0.0120415	0.0144746	0.0106414	0.00824146	0.0139118	0.0055951	0.0112494	0.0136036	0.0133242	0.0120381	0.00515479	0.0127421	0.0120976	0.0139999	0.0129137	0.00977768	0.0112798	0.0139741	0.0139945	0.0136298	0.0122091	0.0128395	0.008503	0.0144589	0.0094447	0.0137063	0.0127071	0.0112004	0.0111299	0.0126291	0.00826497	0	0.0131629	0.0123723	0.0145312	0.0149935	0.00872522	0.0125265
