ko	name	level1	level2	level3	_feature_id
K04014	nrfC; protein NrfC	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04014
K04015	nrfD; protein NrfD	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04015
K04016	nrfE; cytochrome c-type biogenesis protein NrfE	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04016
K04017	nrfF; formate-dependent nitrite reductase complex subunit NrfF	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04017
K04018	nrfG; formate-dependent nitrite reductase complex subunit NrfG	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04018
K04019	eutA; ethanolamine utilization protein EutA	09100 Metabolism	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	K04019
K04020	eutD; phosphotransacetylase	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K04020
K04021	eutE; aldehyde dehydrogenase	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K04021
K04022	eutG; alcohol dehydrogenase	09100 Metabolism	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K04022
K04023	eutH; ethanolamine transporter	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04023
K04024	eutJ; ethanolamine utilization protein EutJ	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04024
K04025	eutK; ethanolamine utilization protein EutK	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04025
K04026	eutL; ethanolamine utilization protein EutL	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04026
K04027	eutM; ethanolamine utilization protein EutM	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04027
K04028	eutN; ethanolamine utilization protein EutN	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04028
K04029	eutP; ethanolamine utilization protein EutP	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04029
K04030	eutQ; ethanolamine utilization protein EutQ	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04030
K04031	eutS; ethanolamine utilization protein EutS	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99985 Amino acid metabolism	K04031
K04032	eutT; ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K04032
K04033	eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K04033
K04041	fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]	09100 Metabolism	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K04041
K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K04042
K04043	dnaK, HSPA9; molecular chaperone DnaK	09120 Genetic Information Processing	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K04043
K04044	hscA; molecular chaperone HscA	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04044
K04045	hscC; molecular chaperone HscC	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04045
K04046	yegD; hypothetical chaperone protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04046
K04047	dps; starvation-inducible DNA-binding protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K04047
K04061	flhB2; flagellar biosynthesis protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K04061
K04062	osmB; osmotically inducible lipoprotein OsmB	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K04062
K04063	osmC; osmotically inducible protein OsmC	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99975 Protein processing	K04063
K04064	osmE; osmotically inducible lipoprotein OsmE	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K04064
K04065	osmY; hyperosmotically inducible periplasmic protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K04065
K04066	priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	09120 Genetic Information Processing	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	K04066
K04067	priC; primosomal replication protein N''	09120 Genetic Information Processing	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	K04067
K04068	nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K04068
K04069	pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K04069
K04070	pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K04070
K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	09100 Metabolism	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K04072
K04073	mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K04073
K04074	divIVA; cell division initiation protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K04074
K04075	tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K04075
K04077	groEL, HSPD1; chaperonin GroEL	09120 Genetic Information Processing	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K04077
K04078	groES, HSPE1; chaperonin GroES	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04078
K04079	HSP90A, htpG; molecular chaperone HtpG	09120 Genetic Information Processing	09123 Folding, sorting and degradation	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	K04079
K04080	ibpA; molecular chaperone IbpA	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04080
K04081	ibpB; molecular chaperone IbpB	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04081
K04082	hscB, HSCB, HSC20; molecular chaperone HscB	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04082
K04083	hslO; molecular chaperone Hsp33	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04083
K04084	dsbD; thiol:disulfide interchange protein DsbD [EC:1.8.1.8]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04084
K04085	tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	09120 Genetic Information Processing	09123 Folding, sorting and degradation	04122 Sulfur relay system [PATH:ko04122]	K04085
K04087	hflC; membrane protease subunit HflC [EC:3.4.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K04087
K04088	hflK; membrane protease subunit HflK [EC:3.4.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K04088
K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K04091
K04092	tyrA1; chorismate mutase [EC:5.4.99.5]	09100 Metabolism	09105 Amino acid metabolism	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K04092
K04094	trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K04094
K04095	fic; cell filamentation protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K04095
K04096	smf; DNA processing protein	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99976 Replication and repair	K04096
K04333	csgD; LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K04333
K04334	csgA; major curlin subunit	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K04334
K04335	csgB; minor curlin subunit	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K04335
K04336	csgC; curli production protein	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K04336
K04337	csgE; curli production assembly/transport component CsgE	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K04337
K04343	strB; streptomycin 6-kinase [EC:2.7.1.72]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	K04343
K04477	ycdX; putative hydrolase	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K04477
K04485	radA, sms; DNA repair protein RadA/Sms	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K04485
K04486	E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]	09100 Metabolism	09105 Amino acid metabolism	00340 Histidine metabolism [PATH:ko00340]	K04486
K04487	iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:ko00730]	K04487
K04488	iscU, nifU; nitrogen fixation protein NifU and related proteins	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04488
K04516	AROA1, aroA; chorismate mutase [EC:5.4.99.5]	09100 Metabolism	09105 Amino acid metabolism	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K04516
K04517	tyrA2; prephenate dehydrogenase [EC:1.3.1.12]	09100 Metabolism	09105 Amino acid metabolism	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K04517
K04518	pheA2; prephenate dehydratase [EC:4.2.1.51]	09100 Metabolism	09105 Amino acid metabolism	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K04518
K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	09130 Environmental Information Processing	09132 Signal transduction	04013 MAPK signaling pathway - fly [PATH:ko04013]	K04564
K04565	SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]	09140 Cellular Processes	09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K04565
K04567	KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]	09120 Genetic Information Processing	09122 Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K04567
K04568	epmA, poxA; elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K04568
K04651	hypA, hybF; hydrogenase nickel incorporation protein HypA/HybF	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04651
K04652	hypB; hydrogenase nickel incorporation protein HypB	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04652
K04653	hypC; hydrogenase expression/formation protein HypC	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99975 Protein processing	K04653
K04654	hypD; hydrogenase expression/formation protein HypD	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99975 Protein processing	K04654
K04655	hypE; hydrogenase expression/formation protein HypE	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99975 Protein processing	K04655
K04656	hypF; hydrogenase maturation protein HypF	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99975 Protein processing	K04656
K04691	hhoB, degS; serine protease DegS [EC:3.4.21.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K04691
K04720	cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K04720
K04744	lptD, imp, ostA; LPS-assembly protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K04744
K04748	norQ; nitric oxide reductase NorQ protein	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04748
K04749	rsbV; anti-sigma B factor antagonist	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03021 Transcription machinery [BR:ko03021]	K04749
K04750	phnB; PhnB protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K04750
K04751	glnB; nitrogen regulatory protein P-II 1	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K04751
K04752	glnK; nitrogen regulatory protein P-II 2	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99973 Transcription	K04752
K04753	sufI; suppressor of ftsI	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99988 Secondary metabolism	K04753
K04754	mlaA, vacJ; phospholipid-binding lipoprotein MlaA	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K04754
K04755	fdx; ferredoxin, 2Fe-2S	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K04755
K04757	rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]	09180 Brite Hierarchies	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K04757
K04758	feoA; ferrous iron transport protein A	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K04758
K04759	feoB; ferrous iron transport protein B	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K04759
K04760	greB; transcription elongation factor GreB	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03021 Transcription machinery [BR:ko03021]	K04760
K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K04761
K04762	hslR; ribosome-associated heat shock protein Hsp15	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K04762
K04763	xerD; integrase/recombinase XerD	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K04763
K04764	ihfA, himA; integration host factor subunit alpha	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03032 DNA replication proteins [BR:ko03032]	K04764
K04765	mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K04765
K04767	acuB; acetoin utilization protein AcuB	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99981 Carbohydrate metabolism	K04767
K04769	spoVT; AbrB family transcriptional regulator, stage V sporulation protein T	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K04769
K04770	lonH; Lon-like ATP-dependent protease [EC:3.4.21.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K04770
K04771	degP, htrA; serine protease Do [EC:3.4.21.107]	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K04771
K04772	degQ, hhoA; serine protease DegQ [EC:3.4.21.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K04772
K04773	sppA; protease IV [EC:3.4.21.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K04773
K04774	sohB; serine protease SohB [EC:3.4.21.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K04774
K04775	ydgD; protease YdgD [EC:3.4.21.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K04775
K04784	irp2, HMWP2; yersiniabactin nonribosomal peptide synthetase	09100 Metabolism	09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	K04784
K04794	PTH2; peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K04794
K04835	mal; methylaspartate ammonia-lyase [EC:4.3.1.2]	09100 Metabolism	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K04835
K04844	ycjT; hypothetical glycosyl hydrolase [EC:3.2.1.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K04844
K04940	odh; opine dehydrogenase [EC:1.5.1.28]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K04940
K05245	caiT; L-carnitine/gamma-butyrobetaine antiporter	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05245
K05275	E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism [PATH:ko00750]	K05275
K05303	K05303; O-methyltransferase [EC:2.1.1.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K05303
K05305	FUK; fucokinase [EC:2.7.1.52]	09100 Metabolism	09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K05305
K05306	phnX; phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	09100 Metabolism	09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K05306
K05311	cggR; central glycolytic genes regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05311
K05337	fer; ferredoxin	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K05337
K05340	glcU; glucose uptake protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05340
K05341	E2.4.1.4; amylosucrase [EC:2.4.1.4]	09100 Metabolism	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	K05341
K05343	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	09100 Metabolism	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	K05343
K05346	deoR; deoxyribonucleoside regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05346
K05349	bglX; beta-glucosidase [EC:3.2.1.21]	09100 Metabolism	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	K05349
K05350	bglB; beta-glucosidase [EC:3.2.1.21]	09100 Metabolism	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	K05350
K05351	E1.1.1.9; D-xylulose reductase [EC:1.1.1.9]	09100 Metabolism	09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K05351
K05352	tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]	09100 Metabolism	09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K05352
K05362	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	K05362
K05364	pbpA; penicillin-binding protein A	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	K05364
K05365	mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	K05365
K05366	mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	K05366
K05367	pbpC; penicillin-binding protein 1C [EC:2.4.1.129]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	K05367
K05368	fre, ubiB; aquacobalamin reductase / NAD(P)H-flavin reductase [EC:1.16.1.3 1.5.1.41]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:ko00740]	K05368
K05374	irp4, ybtT; yersiniabactin synthetase, thioesterase component	09180 Brite Hierarchies	09181 Protein families: metabolism	01008 Polyketide biosynthesis proteins [BR:ko01008]	K05374
K05396	dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]	09100 Metabolism	09105 Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	K05396
K05499	cytR; LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05499
K05501	slmA, ttk; TetR/AcrR family transcriptional regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05501
K05515	mrdA; penicillin-binding protein 2 [EC:3.4.16.4]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	K05515
K05516	cbpA; curved DNA-binding protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K05516
K05517	tsx; nucleoside-specific channel-forming protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05517
K05520	pfpI; protease I [EC:3.5.1.124]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K05520
K05522	nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]	09120 Genetic Information Processing	09124 Replication and repair	03410 Base excision repair [PATH:ko03410]	K05522
K05523	hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K05523
K05524	fdxA; ferredoxin	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K05524
K05526	astE; succinylglutamate desuccinylase [EC:3.5.1.96]	09100 Metabolism	09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K05526
K05527	bolA; BolA family transcriptional regulator, general stress-responsive regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05527
K05539	dusA; tRNA-dihydrouridine synthase A [EC:1.-.-.-]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K05539
K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K05540
K05541	dusC; tRNA-dihydrouridine synthase C [EC:1.-.-.-]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K05541
K05566	mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05566
K05567	mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05567
K05568	mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05568
K05569	mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05569
K05570	mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05570
K05571	mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05571
K05589	ftsB; cell division protein FtsB	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K05589
K05590	srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K05590
K05591	dbpA; ATP-independent RNA helicase DbpA [EC:3.6.4.13]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K05591
K05592	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	09120 Genetic Information Processing	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K05592
K05593	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes [BR:ko01504]	K05593
K05594	elaB; ElaB protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K05594
K05595	marC; multiple antibiotic resistance protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05595
K05596	iciA; LysR family transcriptional regulator, chromosome initiation inhibitor	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05596
K05601	hcp; hydroxylamine reductase [EC:1.7.99.1]	09100 Metabolism	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K05601
K05606	MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	09100 Metabolism	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K05606
