# features	HSM67VEO	CSM5MCUQ_P	CSM67UAU	CSM79HJM	CSM5FZ3T_P	CSM79HNO	HSM5MD4U_P	MSM5LLFG_P	HSM5MD87_P	HSM7J4HM	MSM5LLFK_P	MSM6J2K2	MSM9VZL5	MSM9VZMO	MSMA267V	PSM6XBVI	PSM7J4EF	MSM5LLHV_P	MSM79H5E	MSM5LLIS_P	MSM6J2JN	MSM6J2Q1	ESM5MEB7	HSM5MD57_P	MSM5LLIQ_P	MSM79H7C	HSM7J4LP	HSM5MD8P_P	CSM5MCV1_P	MSM79H8D	PSM6XBRK_TR	PSM6XBSE	HSM5MD8A_P	CSM5MCU4_P	HSM7J4JH	HSMA33IE	PSM7J199	CSM67U9H	ESM5MEEJ_P	PSM6XBSI	CSM6J2H9_P	HSM6XRQB	PSM6XBT3	PSM7J177	CSM7KORO	CSM5MCUG_P	ESM5GEYU_P	MSM5LLHR_P	ESM5GEYY_P	ESM5MEE2_P	ESM5MEA7_P	MSM6J2JZ	HSM6XRR5	CSM79HHO	HSM67VI3	HSM7CZ3A	ESM5MEDZ_P	HSM7J4J7	MSM5LLIC_P	HSM5MD62	HSM6XRUL	MSM9VZFL	HSM7J4NO	PSMA265X	CSM5MCXT	ESM5MEDN	MSM5LLDI	PSMA266U	HSM5MD82_P	MSM5LLH2_P	MSM9VZMM	MSM5LLDK	CSM5MCTZ_P	HSM7CZ2Z
PWY-5989: stearate biosynthesis II (bacteria and plants)	1.4730662017681997	0.0	0.0	0.0	0.0	1.3378505372958975	0.0	0.0	0.0	0.0	0.5544569572170576	0.0	0.6444935072179028	0.7037357715981544	0.0	0.7107741056945266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.4750200184662552	NaN	0.0	1.0299192487620763	0.0	0.0	0.3484286036241643	1.790922665584146	Inf	0.0	0.6034211412169446	0.0	0.0	0.0	0.0	0.0	0.0	0.8299430786626045	NaN	0.3318028710866297	0.34463121322275686	0.0	0.0	0.26271294977461696	0.0	0.0	5.631824894758105	6.818483967479637	1.4087323923716173	1.1362916183215417	0.0	0.20520251402588205	2.8919935172478795	0.4869955415930423	0.0	0.4462628036340328	0.0	0.0	1.0894504024918652	0.6725525316566854	0.0	0.0	0.37268345125185226	0.0	0.0	0.35689303857566096	0.47484961987113555	0.0	0.0
PWY-5994: palmitate biosynthesis (type I fatty acid synthase)	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.9230388828456157	0.8924543804665616	0.8795978064570669	0.784364401236735	1.008051440550377	0.8356332617419564	0.37617687078547607	0.7074393711594857	0.9831461829611692	0.8366434293598335	0.7815638382846992	0.5018091432979437	0.8635431012054182	0.9010218056538731	0.3433125785745209	0.6214551914803585	0.0	0.8257982222013747	0.0	2.1695195102341938	0.7177183959882086	1.1271438280518573	0.5272631198993953	0.3655782477771976	NaN	0.970740167415072	0.0	0.49016108781573997	1.1476381561118847	0.9309536726101403	0.0	1.4219857033749188	2.6440423702374165	1.1533784225331192	1.5501503022111232	0.3129556224082978	0.5901443099071934	0.9456057977878808	0.5676045960000835	0.29420562087207935	1.3460038849334437	0.7583717134640396	0.0	NaN	0.8869811481236886	0.6493987520895771	0.35061591312242546	0.8377686136744189	0.0	0.812363149572753	1.2678594313015858	0.4237966168597282	0.4260691802737087	1.0250986606026309	0.4439615461049947	0.5409262302673512	0.6507768020342457	0.7562047897424694	1.0816553582342459	0.30781065570973737	0.9411436209990186	0.782327010551875	1.0791477500525175	0.8594021916564535	0.8418533397875585	1.1867583563761903	0.0	1.7440737748458388	0.0	1.6335434499949193	0.9299793739900918	1.2263647363022712	0.599378056495993	0.0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.8997589610573212	0.8731074905061994	0.7499655072474976	0.6932756094217845	0.9425128037175303	0.7822804742953423	0.32391191251080703	0.6422382585758298	1.112747510205455	0.8278677145433087	0.8741280436903995	0.23969993580410803	0.76692097354796	0.815781012769529	0.28130922394796987	0.8558551026469426	0.0	0.7935881276049965	0.0	0.6511005006616224	0.7602031075055392	0.8839346897360582	0.4286907792962035	0.31280362166097225	Inf	0.9199539917485563	0.0	0.7250407584587519	1.4797934230798226	1.042930831541059	0.0	1.4812028300486175	2.6849102635192312	1.2379063872788765	1.3452208048640557	0.2686839333320397	0.5336279311107419	1.0089931276601234	0.6697467157750254	0.25152132897345475	1.2726814723539284	0.7084995687726493	0.9194804425407563	NaN	0.867104859594164	0.7228944575399578	1.5746387763764433	0.9763774439541679	0.0	0.7531426594606472	1.7422199890600316	0.26061654577121446	0.37636372511519545	0.9437811591793905	0.37851179479146513	0.4640331529635946	0.7930310199228638	0.6968894266116717	1.1283414699427237	0.24428592819844264	0.912761829840969	0.6459154501791416	0.5144215130121904	0.8529403921070763	0.7619945478444966	1.2440259124265318	0.0	1.7395573748720723	0.0	1.190447423354972	0.8571289401808997	1.07782083703892	0.6679293889383207	0.0
PWY-6123: inosine-5'-phosphate biosynthesis I	1.6866864393372358	2.115990242104115	1.182417410673686	1.2063560869052872	2.1020850935113113	2.507281390135719	3.330924211973163	2.1321942957836084	2.1740060365336675	1.2680769356366386	1.6808360667244224	1.6020682252578569	1.749352732441864	1.3233705186179294	1.0501083718999877	1.0820577654778334	0.0	2.4645657016067024	0.0	2.7576724729614734	1.6332107667866407	1.3312940840397303	0.0	1.471639832373545	Inf	1.7747661178538676	0.0	1.2915194300366326	1.9404899785507719	1.6314428160991266	0.0	1.6246756835669887	3.3335405118484123	1.1545002828701936	1.7451908698970173	1.2318813158512703	1.5094339855440968	1.8962999756763768	1.4759096476140223	1.0714678132250888	0.749757456754697	2.8867865861387285	2.644836949350267	NaN	1.7979061197487265	1.550327397468987	2.239873458043557	1.977333155409272	1.6991393004542215	1.7328765186931485	3.5957968319350155	1.0314874854768161	1.4791910313812136	1.1176935239048738	0.6318487058545585	1.417506825832942	1.3244316390993065	1.581135580921025	1.6714774794222311	1.572599142219805	1.5497641156894273	1.4842549067411501	1.7241461422111044	1.208758025146177	1.7512386216955653	2.8050290249250383	0.0	1.3930941165606952	0.0	2.322789581869193	2.022687456696686	1.698615420098982	1.8408048561383346	0.0
PWY-6124: inosine-5'-phosphate biosynthesis II	1.8082879061221782	2.2289635329339603	1.0698827326573264	1.1178037507977747	2.2437658636649815	2.5122533834660192	2.9765231809432913	2.063685893041792	2.1061518687221854	1.459832598277822	2.089613441501607	1.5500357893699497	1.7503292844525855	1.2975535925168487	1.0464567053287397	1.159995595092605	6.830272239585133	2.9499143016064786	0.0	2.9704337100922418	1.5835171777734027	1.3790704344773919	0.0	1.4005730945743142	Inf	1.6239260992147677	0.0	1.2783982439114128	2.3511727051090143	1.6197758135504667	0.0	1.5094307706181858	3.2958448756524135	1.56097143813086	2.017862962273362	1.2964383522268386	1.470398001515587	1.877183730180349	1.4596224535827902	0.9427334244352978	0.652195604640677	3.134722683319244	2.7827597934667794	NaN	1.824702768945712	1.6888720137053868	2.326314660129675	2.173618819847393	1.5648899775653662	1.850626117860416	3.8554882582183256	0.9686629660777463	1.632671222799863	1.2382505201470735	0.5384476083977173	1.3374895546543948	1.451594569379754	1.5443625723249155	1.5946081351576848	1.5341449084081888	1.504923404997751	1.5645244061117762	1.8326141832938911	1.2136466208566379	1.6097329535079057	1.3608086484173947	0.0	1.4566119985962906	0.0	2.4434000718500046	1.8431273935101191	1.2851791655896265	2.0434497694461093	0.0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	2.0936792989672717	1.503779266561491	1.6473191885676013	1.297466107772189	1.433734190900513	1.6492259603028117	0.9262625251277634	3.3885394986330626	2.0837574052728574	1.8217977019739615	1.249750349768174	3.8084255109879006	2.555528326358557	1.334536962747585	1.4880420265316143	1.5270946629189417	0.0	2.4581846097911275	0.0	0.8984166111560408	1.4507687753095877	3.7404761464310456	0.0	1.8697374253612786	Inf	1.5785247743860489	0.0	1.2231013380492706	2.6011598505669546	1.4360128649987653	0.0	1.585103954959386	1.7824291987114536	1.8711259893431982	0.9932527545096567	2.349987761174068	1.6848251249545692	1.8688995517986007	1.2888713906714109	1.7012978693453784	1.3938287200163455	3.7696821253836115	0.5259164430085113	NaN	1.8454783647621773	2.0868226867846786	1.5503391661917745	1.5865635486574554	4.624615036218048	1.2326310525444029	4.3897730189410265	1.08041351091368	1.9625881674305552	2.052547195705532	1.665033791681892	1.5556713369270048	1.12193703273095	1.4232264621682276	2.4106923687881223	2.3899477839837346	2.001525558613248	1.3518439949377143	1.7873672327991048	1.4176329294864858	1.864714415684901	0.0	0.0	0.9625989470647066	0.0	0.52078281980595	1.5696420369934647	2.4666877799933156	2.867033880225566	0.0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	1.9941444523676022	1.3421124521480956	1.3688680007935834	1.4234831373002634	2.7829355183906657	2.319098329539856	0.9116697510142648	3.3471408580019344	1.9033968842642883	1.8706002567235371	1.99836014579174	3.347778297662193	2.339149106477335	1.2567565623273174	1.362072696135472	1.5658896375827887	0.0	3.5887439352798705	0.0	0.8183833307462675	1.6445017031085334	3.6080304337492155	0.0	2.012865069175026	Inf	1.403176665731812	0.0	1.044152828007369	2.739311851352564	1.997740206092699	2.0505084451078646	1.5295047368834034	1.7068032217613198	1.7963707552230457	1.0259009832167199	2.191838624126152	1.5870086707239244	1.643970414491861	1.5806729293809159	3.0398366099705343	1.1794387737958696	4.0524537834291126	2.3876627951997986	NaN	2.1144524584270594	2.6506129645823173	2.6594413292964343	1.4707440030569157	3.9846757615256925	1.9969629930149115	4.812282355289423	0.9100963448629271	1.857061642288085	2.0527179803977242	1.3783305363479101	1.4196798038742733	1.0422333122001375	1.6813139997005877	2.3828026717940602	2.2066720418239663	1.7389348966705878	1.7992432285563817	1.5183825877550028	1.616634413271112	1.7681441555563382	0.0	0.0	0.8679596137941322	0.0	0.4662553499435194	1.543801987514212	0.8366897410875579	3.098976334888899	0.0
PWY-6143: CMP-pseudaminate biosynthesis	0.0	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	1.059966074300863	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	0.0	NaN	0.0	0.0
PWY-6145: superpathway of CMP-sialic acids biosynthesis	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2954641401167673	NaN	NaN	0.0	0.0	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	0.0	4.56296099260725	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.8746025086803244	0.3906831416911987	1.9606576641228022	0.4260023405090386	0.7178341994960111	0.5080582029534114	0.6717619632722951	0.0	0.4782060263413453	1.0103753840346996	0.06176401018129565	0.08578355880281541	0.4517235949253638	0.4483248320341682	0.0	0.595349949668475	0.0	0.0	0.0	0.31273474895774067	0.5672700284380743	0.6709123092276007	0.7566800438682153	0.4199600369579446	NaN	0.7497559865395337	NaN	0.2890916176761618	0.522002500142049	0.6706575545301372	0.0	0.3340627638186012	0.0	0.12789148857514776	0.0	0.1723645168558403	0.3423016295826294	0.5352626598606993	0.13670439555930958	0.0	0.33196898645948225	0.0	0.8483570543502839	NaN	0.6815272746021624	0.45774586594125133	0.0	0.44421368043404874	0.0	0.0	1.5871757712869037	0.17442081469840065	0.24787112146494694	0.37590890256330484	0.7117733581647182	0.7163193499722956	0.33342471263864626	0.3369781634129866	1.0855312013626284	0.5921715122024587	0.5997994617953731	0.11196727008173848	0.8047469749971717	0.41148820900868693	0.48130756421739707	0.0	0.0	0.4666503324758368	1.2245107191886664	0.4599407137547296	0.18294791519666723	0.3491250207495858	0.5274218918955158	0.0
PWY-6151: S-adenosyl-L-methionine salvage I	0.6535989742235908	0.5870000934624412	0.33414010603310884	0.3683285674068384	0.0	0.6310733994432504	1.139136074717596	1.423537343222016	0.9282506550446983	0.2619048098525522	0.5810257977712376	0.4875517122519547	0.6686877565603344	0.40152110527486773	0.8483905890519322	0.36971861379067794	0.0	0.6772363996869297	0.0	0.4087891534195815	0.34928426378216226	0.7886571529543139	2.863943161794986	0.3334333217980273	NaN	0.3703015054881006	NaN	0.7831285827875737	0.8566163066605321	0.39143886017519497	0.6391232383240402	0.556214980481211	0.3018233173968717	0.5592240363731953	0.6138595627326513	0.192996040978386	0.7203052278823585	0.7247834433149428	0.4636551018562985	0.0	0.39890677002275454	0.44972048625227035	0.0	NaN	0.6760235584743537	0.4338032754464269	0.9410466624079937	0.0	0.0	0.17188246225386766	0.4380131444469387	0.7120766763259371	1.6381292438339514	0.5638517014380251	0.3281731213195179	0.7468052851716328	0.38923102701121665	0.3915586566891425	0.32577724151118487	0.39164717820596534	0.4925760270061319	0.47319310781474094	0.647459265445333	0.4909157157519668	0.6295585803317539	0.0	0.0	0.639205870140678	0.0	0.8321299330007143	0.23874095506988832	0.5996504212714772	0.4961033773452812	0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.649296918990043	0.0	0.0	0.7934759819738141	0.4621382840476263	0.6689847925884966	0.0	0.0	0.6172297344209386	0.6169265231799199	0.3114516596845724	1.1340078494640924	0.5399692086236682	1.5827722342600226	1.6286509150917763	0.387944467820568	0.0	1.1524334968861207	0.0	0.36725911119019294	0.637780570525321	1.2442477027773478	0.9501997548089371	0.5177430937319604	NaN	0.8775941166283932	NaN	0.5609168304438755	0.469579866212057	0.553308818307873	0.0	0.4760884657292394	0.4230427582467178	0.38967955939413434	0.72990260725556	0.8169030310088736	1.2775671158452842	0.3965786314889366	0.0	0.6930506370749246	0.5060676538680203	0.0	1.1643652353468297	NaN	0.3735528493014361	0.4534862953067677	0.0	0.0	0.0	0.19697664208118115	0.649290462317075	0.0	0.9947664270481682	1.370323106309992	1.5939393459452917	0.9254547899958719	0.5011302096153671	0.5173616486370114	0.8197965394218858	0.9592409098857406	0.7034362506899879	1.5271904493067112	0.6716019595435464	0.6107442227830733	0.7653791656712255	0.0	0.0	0.536236976516599	0.0	0.4931230060166248	1.7732184519662826	1.5565139651504343	0.4049701269109394	0.0
PWY-6167: flavin biosynthesis II (archaea)	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-6168: flavin biosynthesis III (fungi)	0.7173593849200645	1.2651405350183613	0.0	0.5170554383437718	0.0	0.8015440915671137	0.3694384127503977	0.44540065926375416	0.4811584526307106	0.5484027055463742	0.7316051469163489	0.6450970581432756	0.4948861405619674	0.4582330671887465	0.7417199976766098	0.28047190375814446	0.0	0.0	0.0	0.31131800029597473	0.6812720896709419	0.44279861962589595	0.6407868636126459	0.25322945746730435	Inf	0.4278344428930526	0.0	0.4864108888944251	1.1438989907280201	0.4872718802080254	0.0	0.4452644111662681	0.0	0.4991079672570326	0.5368215022963215	0.42108058408496946	0.3487487747127323	0.15446845931038397	0.23566571470451547	0.0	0.2311292480704799	0.0	0.0	NaN	0.46424586478614194	0.40435678494291316	0.750464549711241	0.0	0.0	0.2467530394517891	0.40975526586823363	0.0	0.6817669076671431	1.0421376750768434	0.19659592244105503	0.0	0.5287253591029634	0.3345234183002966	0.42664199531110364	0.6607467846686624	0.31490752079942375	0.29360326965085887	0.32008892802080585	0.5116527251205809	0.5353501637617605	0.0	0.0	0.5771993715688555	0.0	0.6998864837576442	0.27283014410132306	0.0	0.28165996244721003	0.0
PWY-6182: superpathway of salicylate degradation	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-6210: 2-aminophenol degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-6215: 4-chlorobenzoate degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN
PWY-622: starch biosynthesis	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN
PWY-6263: superpathway of menaquinol-8 biosynthesis II	0.0	0.0	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0
PWY-6270: isoprene biosynthesis I	0.665959850286315	2.590533041972363	1.3867116706184734	0.9672326105196899	1.0615277020095548	0.852678974825812	0.0	1.498482723789962	0.7117844733292836	0.5051477421725621	0.9644508861619161	1.8680990495204433	0.0	1.4803497693904413	0.0	1.132076046138489	0.0	1.5806948021508809	0.0	3.1433381323687244	0.9745479385336823	0.7606299354229028	0.0	2.039169788663845	NaN	0.0	NaN	0.0	0.25226282478595646	0.711862581886774	0.0	0.751003112840587	0.0	0.0	NaN	0.6127942085119039	1.16853548693846	0.7452257262229968	1.755720467836332	1.645751907762845	0.0	0.9844285464172864	0.0	NaN	0.7432247933078805	0.478915638955349	0.0	0.0	1.1162114320418708	0.7276891449484473	1.1849768698511707	1.109789321163174	0.0	0.0	1.4289810584806961	0.746677137372307	0.6018785351638911	0.9656388473303686	1.1115042550255998	1.1825983362285613	0.6711529689105226	1.3292390188615482	1.3510555210931334	0.9218633841790237	0.8714728122527461	0.0	0.0	0.33300978541511767	0.0	0.9318142207347492	1.7964046921745167	0.0	0.6294933059096985	0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.8997589610573212	0.8731074905061994	0.7499655072474976	0.6932756094217845	0.9425128037175303	0.7822804742953423	0.32391191251080703	0.6422382585758298	1.112747510205455	0.8278677145433087	0.8741280436903995	0.23969993580410803	0.76692097354796	0.815781012769529	0.28130922394796987	0.8558551026469426	0.0	0.7935881276049965	0.0	0.6511005006616224	0.7602031075055392	0.8839346897360582	0.4286907792962035	0.31280362166097225	Inf	0.9199539917485563	0.0	0.7250407584587519	1.4797934230798226	1.042930831541059	0.0	1.4812028300486175	2.6849102635192312	1.2379063872788765	1.3452208048640557	0.2686839333320397	0.5336279311107419	1.0089931276601234	0.6697467157750254	0.25152132897345475	1.2726814723539284	0.7084995687726493	0.9194804425407563	NaN	0.867104859594164	0.7228944575399578	1.5746387763764433	0.9763774439541679	0.0	0.7531426594606472	1.7422199890600316	0.26061654577121446	0.37636372511519545	0.9437811591793905	0.37851179479146513	0.4640331529635946	0.7930310199228638	0.6968894266116717	1.1283414699427237	0.24428592819844264	0.912761829840969	0.6459154501791416	0.5144215130121904	0.8529403921070763	0.7619945478444966	1.2440259124265318	0.0	1.7395573748720723	0.0	1.190447423354972	0.8571289401808997	1.07782083703892	0.6679293889383207	0.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	1.5032660291183682	0.0	0.0	0.0	0.0	1.325827118028955	0.0	0.0	0.0	0.0	0.6172657322847623	0.0	0.6509030748827846	0.7186793140410224	0.0	0.7303418883574188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Inf	0.48890122548411674	NaN	0.0	1.8115289015186051	0.0	0.0	0.35086534362310373	1.8110508315243092	Inf	2.028026595122885	0.6106221504517644	0.0	0.0	0.0	0.0	0.0	0.0	2.4753942882009823	NaN	0.0	0.3575086894077509	0.0	0.0	0.2699165049644503	0.0	0.0	5.639362656942511	8.295959096362388	1.3914250960861119	1.1662780073252448	0.0	0.21275127000716693	2.996841859817804	0.48606348788548365	0.0	0.4511343578527771	0.0	0.0	1.1422573821715312	0.6936908289753148	0.0	0.0	0.3850845692126621	0.0	0.0	0.36448213680105424	0.4769870187683231	0.0	0.0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	NaN	0.0	NaN	NaN	NaN	0.0	NaN	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	0.0	NaN	0.0	NaN	0.0	Inf	NaN	NaN	NaN	0.0	NaN	0.0	0.0	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	0.27587740777729924	0.0	NaN	NaN	0.0	0.0	NaN
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	NaN
PWY-6305: superpathway of putrescine biosynthesis	0.6768183063093223	0.0	0.6970080026078161	0.0	0.0	0.0	0.0	0.0	0.0	0.12599819060920153	NaN	1.7580953686214806	0.559252125527012	1.229100903979787	2.0540419667326444	1.2153000139635821	0.0	0.8389239131299552	0.0	0.0	0.0	0.9084732523427893	0.0	0.0	NaN	0.8929562748136993	NaN	0.09180148969290361	0.3871993114239239	0.8300203395014383	0.0	0.28129394592347273	2.7615290929877756	1.3150228774000836	0.4283317012288754	1.5910388774380448	0.7244276981183924	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.5357958262901692	0.30431721182387	1.5615871573520543	0.0	0.0	0.0	0.560052058773993	1.1264041339479667	0.5505831845173277	0.7915660099324499	1.528820607060453	1.2758631011354358	1.0479867138871413	0.7168929816575118	0.8569829172808361	0.9478126648569308	2.545913519845019	2.15667220654851	0.0	1.512100794476287	0.5213435493530739	4.197235079728636	0.0	0.47335115726226634	0.0	0.40112227963695396	1.884065650754356	1.5144410188244508	0.4326581398350246	0.0
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
