# Pathway	CSM67UGO_Abundance	CSM79HI3_Abundance	CSM79HP4_Abundance	ESM5ME9U_Abundance	HSM67VD2_Abundance	HSM6XRVK_Abundance	HSMA33OT_Abundance	MSM6J2RS_Abundance	MSM9VZMI_Abundance	PSM7J154_Abundance	PSM7J182_Abundance	PSMA264U_Abundance
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_finegoldii	0	0	0.000943873	0	0.00299417	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis	0	0	0.00106654	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0.000770296	0	0	0	0	0	0.000331035
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000832948	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000814009	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0.000326066	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000406105	0	0	0	0.00118732	0	0	0	0	0.000491088
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.000347803	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00139558	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00290106	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000598661	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0.00338625
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000495998	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0	0	0.000592652	0	0	0	0.000347512	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	0	0	0	0	0	0	0.000298607	0	0	0	0	0
PWY-1042: glycolysis IV|g__Alistipes.s__Alistipes_putredinis	0	0	0.00271575	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.000110167	0	0	0	0	0	0.00257521	0	0	0
PWY-1042: glycolysis IV|g__Bacteroides.s__Bacteroides_fragilis	0	0	5.41136e-05	0	0.00208841	0	0	0	0.00305159	0	0	0
PWY-1042: glycolysis IV|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.0020909	0	0	0.00623365	0	0	0	0	0	0.0025463
PWY-1042: glycolysis IV|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.00448281	0	0	0	0.0148771	0	0.0110068	0.0190655	0	0.00421743
PWY-1042: glycolysis IV|g__Clostridium.s__Clostridium_neonatale	0	0.0125849	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0.000313396	0	0	0	0	0
PWY-1042: glycolysis IV|g__Escherichia.s__Escherichia_coli	0	0.00112647	0	0	0	0	0	0	0	0	0.00535334	0
PWY-1042: glycolysis IV|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.0158528	0	0	0	0	0	0
PWY-1042: glycolysis IV|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.000720129	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0.0375497	0	0	0	0.0141676
PWY-1042: glycolysis IV|g__Roseburia.s__Roseburia_intestinalis	0	0	0.00160239	0	0	0.00130869	0	0	0	0	0	0
PWY-1042: glycolysis IV|g__Saccharomyces.s__Saccharomyces_cerevisiae	0	0	0.00116992	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV|unclassified	0	0.00104635	0.00432091	0	0	0.00189684	0.00238019	0	0	0	0.00188154	0.000973398
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0.000121981
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0.000442616	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000558875	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0.00514065	0	0	0	0	0	0	0	0.000245818
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	8.83211e-05	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	0	0	0	0	0	0	0.00023586	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0.000764803	0	0.0030414	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Alistipes.s__Alistipes_finegoldii	0	0	0.0015216	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0.000233383
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.000950036	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0.00142257	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000119395	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.000135174
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0.000574848	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.000447225	0	0	0.00119098	0	0	0	0	0	0.000597528
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000433079	0	0	0	0	0	6.8861e-05
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000563548	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0.000100822	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	0.00251461	0	0	0	0.000474441	0	0.000269984	0	0.000259013	0.0017689	0	0.000412736
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.00133373	0	0	0	0.00179839	0	0.00283264	0.00311346	0	0.0010577
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.000350946	0.000422431	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Clostridium.s__Clostridium_neonatale	0	0.0018435	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.001801	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000651858	0	0	0	0	0.000357651
PWY-2942: L-lysine biosynthesis III|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000250748	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0.00652545
PWY-2942: L-lysine biosynthesis III|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000218942	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|unclassified	0	0	0.00101065	0	0	0	0.000436231	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000153536	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0.000509393	0.000776812	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	0	0.00113526	0.000867465	0.0102226	0	0	0	0.0174451	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0.000416639	0	0.00245599	0	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Alistipes.s__Alistipes_finegoldii	0.00296739	0	0.00268768	0	0	0.000354068	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Alistipes.s__Alistipes_putredinis	0	0	0.00230856	0	0	0	0.000471324	0	0.00216316	0	0	0
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_caccae	0	0	0.000247632	0	0	0	6.55164e-05	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.00173449	0	0	0
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000429805	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0.00136183	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0.000123785	0.000758689	0	0.00170878	0.000242777	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0.000488961	0.000185129	0.00156089	0	0	0	0	0.000242657
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000242787	0	0	0	0	0	0.00173773	0	0	0
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0.00430184	0.00340305	0	0.00057609	0	0	0	0	0.000726014
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.00128367	0	0	0	0.00383781	0	0.00306219	0	0	0.00111944
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.00353363	0.00119705	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.000648731	0	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.000312488	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0.000258469
PWY-3841: folate transformations II (plants)|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	0.000197108
PWY-3841: folate transformations II (plants)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000304063	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000464911	0	0	0	0	0
PWY-3841: folate transformations II (plants)|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0	0	0	0	0	0	0.000101983
PWY-3841: folate transformations II (plants)|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0	0	0	0	0	0.000985923	0
PWY-3841: folate transformations II (plants)|unclassified	0	0	0.00107709	0	0	0	0.000387077	0	0	0	0	0
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	0	0.000963598	0	0	0	0	0	0	0	0	0	0
PWY-4041: &gamma;-glutamyl cycle|unclassified	0	0	0	0	0	0	0.000261494	0	0	0	0	0
PWY-4242|g__Alistipes.s__Alistipes_finegoldii	0.00245063	0	0.00259421	0	0.0025795	0	0	0	0	0	0	0
PWY-4242|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0.000439534	0	0	0	0	0
PWY-4242|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.001305	0	0	0
PWY-4242|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000359475	0	0	0	0	0	0
PWY-4242|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000665551	0	0	0	0	0
PWY-4242|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0.000247727
PWY-4242|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0.000824651	0	0.00127786	0	0	0.000847182
PWY-4242|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	4.40539e-05	0	0	0	0	0	0
PWY-4242|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00274474	0	0	0	0	0	0.000878291
PWY-4242|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00315524	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00277997	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000546059	0	0	0.000257199	0	0	0	0	0.00327584	0
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	0	0	0.000826901	0	0	0	0	0	0	0	0	0
PWY-4984: urea cycle|g__Alistipes.s__Alistipes_finegoldii	0.00100653	0	0.00202428	0	0.000881921	0	0	0	0	0	0	0
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00478843	0	0.011424	0.000370221	0	0	0	0	0	0
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_putredinis	0.00183761	0	0.0032797	0	0	0	0.000801108	0	0.00152308	0	0	0
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0.000243412	0	0	0	0	0
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000711658	0	0	0	0	0
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0.000518797	0	0	0	0	0	0	0
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.00133317	0	0	0.00346905	0	0	0	0	0	0.000912368
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0.00113287	0	0.00028597	0	0	0	0	0	0
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_stercoris	0.000827248	0	0	0	0.00100667	0.000501302	0.00157981	0	0	0.00416646	0	0.000202469
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000715003	0	0	0	0	0	0.00126427	0	0	0
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_uniformis	0.00998494	0	0	0	0.00400555	0	0.00198272	0	0	0.0031585	0	0.000490124
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000476293	0	0	0	0.00137148	0	0.00322804	0	0	0.00033966
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.000835053	0.000564426	0	0	0	0	0	0
PWY-5030: L-histidine degradation III|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00162449	0	0	0	0	0	0	0	0	0	0
PWY-5030: L-histidine degradation III|unclassified	0	0	0.000999919	0	0	0	0	0	0	0	0	0
PWY-5083: NAD(P)/NADPH interconversion|unclassified	0	0	0	0	0	0	0.000163632	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0.00246036	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00167105	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0.000543388	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.00039328	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0.000249381
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.000193643	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00131238	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00128592	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000290703	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0.00164022
PWY-5097: L-lysine biosynthesis VI|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.00024927	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000457829	0	0	0.000525291	0	0	0	0	0.00168574	0
PWY-5097: L-lysine biosynthesis VI|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0	0	0	0	0	0.00153997	0
PWY-5097: L-lysine biosynthesis VI|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0.000368396	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|unclassified	0	0	0	0	0	0	0.000313945	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0.000109511	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00662357	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnoclostridium.s__Clostridium_citroniae	0	0.000369508	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.000260226	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0	0	0	0	0	0	0.00018348
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000656764	0	0	0.000497171	0	0	0	0	0.00439668	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0.000159919	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	0	0	0	0	0	0	0.00118566	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0.000892258	0	0.00267954	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_caccae	0.00333346	0	0.000315496	0	0	0	5.49147e-05	0	0	0	0	0.000252283
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	3.57221e-05	0	0	0	0	0	0.000778589	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000156066	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.000494636
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	0	0	4.98126e-05	0	0	0.00262483	0.000107332	0	0	0	0	0.000182595
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_stercoris	0.000241657	0	0	0	0.000790903	0.00110724	0.00160633	0	0	0	0	0.000178517
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000322116	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	0.000582867	0	0	0	0.000229405	0	0.000423053	0	0	0	0	0.000292629
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.000556236	0.00187874	7.98156e-05	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.00121262	0	0	0	0	0	0	0	0	0.000331571
PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000284008	0	0	0	0	0.000461349
PWY-5103: L-isoleucine biosynthesis III|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0.062737	0	0	0	0.0195682
PWY-5103: L-isoleucine biosynthesis III|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	2.0425e-05	0	0	0	0	0	0.000186636
PWY-5103: L-isoleucine biosynthesis III|g__Roseburia.s__Roseburia_intestinalis	0	0	0.00212459	0	0	0.000614577	0	0	0	0	0.00124892	0.000424932
PWY-5103: L-isoleucine biosynthesis III|g__Roseburia.s__Roseburia_inulinivorans	0	0	5.17559e-05	0	0	0.000240175	0	0	0	0	0.00185689	0.0003736
PWY-5103: L-isoleucine biosynthesis III|unclassified	0	0	0.000856825	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000300766	0	0	0	0	0.00044876
PWY-5104: L-isoleucine biosynthesis IV|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	9.53179e-05
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0.00129998	0	0	0	0	0.000599313
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00121153	0	0	0	0	0	0	0	0	0
PWY-5173|g__Escherichia.s__Escherichia_coli	0	0.00311301	0	0	0	0	0	0	0	0	0.010707	0
PWY-5173|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0.000238413
PWY-5173|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	0	0	0	0	0	0	0	0	0.000246707
PWY-5173|g__Morganella.s__Morganella_morganii	0	0.000594887	0	0	0	0	0	0	0	0	0	0
PWY-5173|unclassified	0	0.00110743	0	0	0	0	0.0037191	0	0.000857698	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0.00168046	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	0	0.000944866	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000110928	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000450598	0	0	0	0	0
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	0	0.000902097	0	0	0	0	0	0	0	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	0	0.000478447	0	0	0	0	0	0	0	0	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.00224152	0	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	0	0	0	0	0	0	0.000801127	0	0	0	0.00222983	0
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.00241336	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0.00132715
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.00210456	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00677975	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00229827	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.000657898	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000774357	0	0	0.000453701	0	0	0	0	0.00347432	0
PWY-5659: GDP-mannose biosynthesis|unclassified	0	0	0.000625827	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00121874	0	0	0.000283533	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0.00134964	0	9.88006e-05	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.000413074	0	0	0	0	0	0.00368509	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000459803	0	0	0	0	0
